SOL,TIMESTAMP,LMST,LTST,AMBIENT_TEMP,PRESSURE,HORIZONTAL_WIND_SPEED,VERTICAL_WIND_SPEED,WIND_DIRECTION,WS_CONFIDENCE_LEVEL,PRESSURE_UNCERTAINTY,VOLUME_MIXING_RATIO,LOCAL_RELATIVE_HUMIDITY
2599,628171218,"02599M00:01:04.996","02599 00:22:29",206.39,783.40,,,,"     ",6.60,,
2599,628171219,"02599M00:01:05.969","02599 00:22:30",206.38,783.20,,,,"     ",6.60,78.89,23.51
2599,628171220,"02599M00:01:06.942","02599 00:22:31",206.37,783.33,,,,"     ",6.60,79.00,23.49
2599,628171221,"02599M00:01:07.915","02599 00:22:32",206.37,783.33,,,,"     ",6.60,78.90,23.40
2599,628171222,"02599M00:01:08.889","02599 00:22:33",206.37,783.31,,,,"     ",6.60,78.88,23.34
2599,628171223,"02599M00:01:09.862","02599 00:22:34",206.37,783.36,,,,"     ",6.60,78.99,23.31
2599,628171224,"02599M00:01:10.835","02599 00:22:35",206.38,783.20,,,,"     ",6.60,79.26,23.35
2599,628171225,"02599M00:01:11.808","02599 00:22:36",206.38,783.22,,,,"     ",6.60,79.12,23.24
2599,628171226,"02599M00:01:12.782","02599 00:22:37",206.39,783.30,,,,"     ",6.60,79.20,23.23
2599,628171227,"02599M00:01:13.755","02599 00:22:38",206.40,783.22,,,,"     ",6.60,79.44,23.24
2599,628171228,"02599M00:01:14.728","02599 00:22:39",206.42,783.13,,,,"     ",6.60,79.43,23.18
2599,628171229,"02599M00:01:15.701","02599 00:22:40",206.44,783.23,,,,"     ",6.60,79.48,23.15
2599,628171230,"02599M00:01:16.675","02599 00:22:41",206.46,783.19,,,,"     ",6.60,79.69,23.16
2599,628171231,"02599M00:01:17.648","02599 00:22:42",206.48,783.21,,,,"     ",6.60,79.58,23.08
2599,628171232,"02599M00:01:18.621","02599 00:22:43",206.51,783.11,,,,"     ",6.60,79.78,23.09
