SOL,TIMESTAMP,LMST,LTST,AMBIENT_TEMP,PRESSURE,HORIZONTAL_WIND_SPEED,VERTICAL_WIND_SPEED,WIND_DIRECTION,WS_CONFIDENCE_LEVEL,PRESSURE_UNCERTAINTY,VOLUME_MIXING_RATIO,LOCAL_RELATIVE_HUMIDITY
491,441034751,"00491M00:00:43.175","00491 00:05:36",197.10,920.40,,,,"     ",3.50,,
491,441034752,"00491M00:00:44.148","00491 00:05:37",197.05,920.46,,,,"     ",3.50,15.45,12.61
491,441034753,"00491M00:00:45.122","00491 00:05:37",197.01,920.43,,,,"     ",3.50,15.47,12.58
491,441034754,"00491M00:00:46.095","00491 00:05:38",196.98,920.41,,,,"     ",3.50,15.43,12.51
491,441034755,"00491M00:00:47.068","00491 00:05:39",196.95,920.46,,,,"     ",3.50,15.51,12.53
491,441034756,"00491M00:00:48.041","00491 00:05:40",196.92,920.46,,,,"     ",3.50,15.48,12.47
491,441034757,"00491M00:00:49.015","00491 00:05:41",196.90,920.48,,,,"     ",3.50,15.52,12.46
491,441034758,"00491M00:00:49.988","00491 00:05:42",196.88,920.38,,,,"     ",3.50,15.50,12.40
491,441034759,"00491M00:00:50.961","00491 00:05:43",196.87,920.46,,,,"     ",3.50,15.54,12.39
491,441034760,"00491M00:00:51.934","00491 00:05:44",196.86,920.48,,,,"     ",3.50,15.50,12.32
491,441034761,"00491M00:00:52.908","00491 00:05:45",196.85,920.52,,,,"     ",3.50,15.52,12.30
491,441034762,"00491M00:00:53.881","00491 00:05:46",196.85,920.59,,,,"     ",3.50,15.53,12.28
491,441034763,"00491M00:00:54.854","00491 00:05:47",196.86,920.59,,,,"     ",3.50,15.56,12.26
491,441034764,"00491M00:00:55.827","00491 00:05:48",196.55,920.57,,,,"     ",3.50,15.59,12.25
491,441034765,"00491M00:00:56.801","00491 00:05:49",196.57,920.57,,,,"     ",3.50,15.70,12.30
491,441034766,"00491M00:00:57.774","00491 00:05:50",196.60,920.41,,,,"     ",3.50,15.68,12.25
491,441034767,"00491M00:00:58.747","00491 00:05:51",196.64,920.43,,,,"     ",3.50,15.59,12.15
491,441034768,"00491M00:00:59.721","00491 00:05:52",196.69,920.56,,,,"     ",3.50,15.60,12.13
491,441034769,"00491M00:01:00.694","00491 00:05:53",196.74,920.56,,,,"     ",3.50,15.57,12.07
491,441034770,"00491M00:01:01.667","00491 00:05:54",196.81,920.53,,,,"     ",3.50,15.64,12.09
491,441034771,"00491M00:01:02.640","00491 00:05:55",196.86,920.62,,,,"     ",3.50,15.62,12.05
491,441034772,"00491M00:01:03.614","00491 00:05:56",196.90,920.54,,,,"     ",3.50,15.60,12.00
491,441034773,"00491M00:01:04.587","00491 00:05:57",196.95,920.54,,,,"     ",3.50,15.68,12.04
491,441034774,"00491M00:01:05.560","00491 00:05:58",196.99,920.59,,,,"     ",3.50,15.70,12.03
491,441034775,"00491M00:01:06.533","00491 00:05:59",197.05,920.60,,,,"     ",3.50,15.75,12.04
491,441034776,"00491M00:01:07.507","00491 00:06:00",197.12,920.60,,,,"     ",3.50,15.73,11.99
491,441034777,"00491M00:01:08.480","00491 00:06:01",197.21,920.60,,,,"     ",3.50,15.72,11.95
491,441034778,"00491M00:01:09.453","00491 00:06:02",197.31,920.48,,,,"     ",3.50,15.74,11.94
491,441034779,"00491M00:01:10.426","00491 00:06:03",197.41,920.51,,,,"     ",3.50,15.69,11.88
491,441034780,"00491M00:01:11.400","00491 00:06:04",197.50,920.55,,,,"     ",3.50,15.66,11.83
491,441034781,"00491M00:01:12.373","00491 00:06:05",197.58,920.49,,,,"     ",3.50,15.72,11.85
491,441034782,"00491M00:01:13.346","00491 00:06:06",197.62,920.59,,,,"     ",3.50,15.78,11.87
491,441034783,"00491M00:01:14.319","00491 00:06:07",197.65,920.58,,,,"     ",3.50,15.76,11.83
491,441034784,"00491M00:01:15.293","00491 00:06:08",197.65,920.61,,,,"     ",3.50,15.77,11.81
491,441034785,"00491M00:01:16.266","00491 00:06:09",197.64,920.58,,,,"     ",3.50,15.80,11.81
491,441034786,"00491M00:01:17.239","00491 00:06:10",197.62,920.46,,,,"     ",3.50,15.74,11.74
491,441034787,"00491M00:01:18.212","00491 00:06:11",197.58,920.56,,,,"     ",3.50,15.75,11.72
491,441034788,"00491M00:01:19.186","00491 00:06:12",197.55,920.48,,,,"     ",3.50,15.56,11.56
491,441034789,"00491M00:01:20.159","00491 00:06:13",197.51,920.58,,,,"     ",3.50,15.84,11.75
491,441034790,"00491M00:01:21.132","00491 00:06:14",197.48,920.67,,,,"     ",3.50,15.75,11.66
491,441034791,"00491M00:01:22.105","00491 00:06:14",197.44,920.63,,,,"     ",3.50,15.84,11.71
491,441034792,"00491M00:01:23.079","00491 00:06:15",197.41,920.65,,,,"     ",3.50,15.82,11.67
491,441034793,"00491M00:01:24.052","00491 00:06:16",197.39,920.62,,,,"     ",3.50,16.05,11.82
491,441034794,"00491M00:01:25.025","00491 00:06:17",197.36,920.53,,,,"     ",3.50,15.84,11.64
491,441034795,"00491M00:01:25.998","00491 00:06:18",197.33,920.55,,,,"     ",3.50,15.77,11.57
491,441034796,"00491M00:01:26.972","00491 00:06:19",197.30,920.69,,,,"     ",3.50,15.87,11.63
491,441034797,"00491M00:01:27.945","00491 00:06:20",197.27,920.68,,,,"     ",3.50,15.73,11.50
491,441034798,"00491M00:01:28.918","00491 00:06:21",197.25,920.64,,,,"     ",3.50,15.82,11.54
491,441034799,"00491M00:01:29.891","00491 00:06:22",197.24,920.66,,,,"     ",3.50,15.88,11.58
491,441034800,"00491M00:01:30.865","00491 00:06:23",197.25,920.68,,,,"     ",3.50,15.84,11.53
