SOL,TIMESTAMP,LMST,LTST,AMBIENT_TEMP,PRESSURE,HORIZONTAL_WIND_SPEED,VERTICAL_WIND_SPEED,WIND_DIRECTION,WS_CONFIDENCE_LEVEL,PRESSURE_UNCERTAINTY,VOLUME_MIXING_RATIO,LOCAL_RELATIVE_HUMIDITY
576,448580585,"00576M00:00:52.401","00576 00:20:09",196.81,832.14,,,,"     ",3.60,,
576,448580586,"00576M00:00:53.374","00576 00:20:10",196.87,832.12,,,,"     ",3.60,28.58,17.64
576,448580587,"00576M00:00:54.348","00576 00:20:11",196.92,832.12,,,,"     ",3.60,28.74,17.68
576,448580588,"00576M00:00:55.321","00576 00:20:12",197.37,832.15,,,,"     ",3.60,28.43,17.43
576,448580589,"00576M00:00:56.294","00576 00:20:13",197.42,832.08,,,,"     ",3.60,28.72,17.55
576,448580590,"00576M00:00:57.267","00576 00:20:14",197.47,832.12,,,,"     ",3.60,28.81,17.55
576,448580591,"00576M00:00:58.241","00576 00:20:15",197.52,832.13,,,,"     ",3.60,28.89,17.54
576,448580592,"00576M00:00:59.214","00576 00:20:16",197.56,832.11,,,,"     ",3.60,28.89,17.48
576,448580593,"00576M00:01:00.187","00576 00:20:17",197.59,832.14,,,,"     ",3.60,28.87,17.41
576,448580594,"00576M00:01:01.160","00576 00:20:18",197.63,832.15,,,,"     ",3.60,28.94,17.40
576,448580595,"00576M00:01:02.134","00576 00:20:19",197.66,832.18,,,,"     ",3.60,28.95,17.36
576,448580596,"00576M00:01:03.107","00576 00:20:20",197.68,832.18,,,,"     ",3.60,29.02,17.35
576,448580597,"00576M00:01:04.080","00576 00:20:21",197.71,832.15,,,,"     ",3.60,29.05,17.31
576,448580598,"00576M00:01:05.053","00576 00:20:22",197.73,832.15,,,,"     ",3.60,29.06,17.27
576,448580599,"00576M00:01:06.027","00576 00:20:23",197.74,831.95,,,,"     ",3.60,29.27,17.33
576,448580600,"00576M00:01:07.000","00576 00:20:24",197.76,832.14,,,,"     ",3.60,29.05,17.16
576,448580601,"00576M00:01:07.973","00576 00:20:25",197.76,832.14,,,,"     ",3.60,29.10,17.15
576,448580602,"00576M00:01:08.946","00576 00:20:26",197.76,832.24,,,,"     ",3.60,29.14,17.12
576,448580603,"00576M00:01:09.920","00576 00:20:26",197.76,832.17,,,,"     ",3.60,29.19,17.10
