SOL,TIMESTAMP,LMST,LTST,AMBIENT_TEMP,PRESSURE,HORIZONTAL_WIND_SPEED,VERTICAL_WIND_SPEED,WIND_DIRECTION,WS_CONFIDENCE_LEVEL,PRESSURE_UNCERTAINTY,VOLUME_MIXING_RATIO,LOCAL_RELATIVE_HUMIDITY
2933,657821855,"02933M00:00:51.422","02932 23:14:32",219.43,855.72,,,,"     ",6.90,,
2933,657821856,"02933M00:00:52.396","02932 23:14:33",219.44,855.72,,,,"     ",6.90,110.14,5.23
2933,657821857,"02933M00:00:53.369","02932 23:14:34",219.44,855.60,,,,"     ",6.90,109.90,5.20
2933,657821858,"02933M00:00:54.342","02932 23:14:35",219.45,855.62,,,,"     ",6.90,110.05,5.19
2933,657821859,"02933M00:00:55.315","02932 23:14:36",219.45,855.54,,,,"     ",6.90,110.46,5.20
2933,657821860,"02933M00:00:56.289","02932 23:14:37",219.45,855.52,,,,"     ",6.90,110.48,5.19
2933,657821861,"02933M00:00:57.262","02932 23:14:38",219.45,855.62,,,,"     ",6.90,110.56,5.18
2933,657821862,"02933M00:00:58.235","02932 23:14:39",219.44,855.62,,,,"     ",6.90,110.80,5.18
2933,657821863,"02933M00:00:59.208","02932 23:14:40",219.44,855.71,,,,"     ",6.90,110.33,5.14
2933,657821864,"02933M00:01:00.182","02932 23:14:41",219.43,855.63,,,,"     ",6.90,110.87,5.16
2933,657821865,"02933M00:01:01.155","02932 23:14:42",219.43,855.61,,,,"     ",6.90,110.26,5.12
2933,657821866,"02933M00:01:02.128","02932 23:14:43",219.42,855.54,,,,"     ",6.90,110.62,5.12
2933,657821867,"02933M00:01:03.101","02932 23:14:44",219.40,855.64,,,,"     ",6.90,110.39,5.10
2933,657821868,"02933M00:01:04.075","02932 23:14:45",219.39,855.56,,,,"     ",6.90,110.31,5.09
2933,657821869,"02933M00:01:05.048","02932 23:14:46",219.37,855.54,,,,"     ",6.90,110.52,5.08
2933,657821870,"02933M00:01:06.021","02932 23:14:47",219.37,855.63,,,,"     ",6.90,110.37,5.07
2933,657821871,"02933M00:01:06.995","02932 23:14:48",219.38,855.67,,,,"     ",6.90,110.70,5.08
2933,657821872,"02933M00:01:07.968","02932 23:14:49",219.40,855.67,,,,"     ",6.90,110.70,5.06
2933,657821873,"02933M00:01:08.941","02932 23:14:50",219.42,855.66,,,,"     ",6.90,110.98,5.07
2933,657821874,"02933M00:01:09.914","02932 23:14:51",219.44,855.64,,,,"     ",6.90,110.78,5.05
2933,657821875,"02933M00:01:10.888","02932 23:14:52",219.46,855.66,,,,"     ",6.90,110.38,5.02
2933,657821876,"02933M00:01:11.861","02932 23:14:53",219.47,855.59,,,,"     ",6.90,110.28,5.01
2933,657821877,"02933M00:01:12.834","02932 23:14:54",219.46,855.50,,,,"     ",6.90,110.41,5.01
2933,657821878,"02933M00:01:13.807","02932 23:14:55",219.45,855.38,,,,"     ",6.90,110.22,4.99
2933,657821879,"02933M00:01:14.781","02932 23:14:56",219.43,855.30,,,,"     ",6.90,110.91,5.01
2933,657821880,"02933M00:01:15.754","02932 23:14:57",219.40,855.29,,,,"     ",6.90,110.83,5.00
2933,657821881,"02933M00:01:16.727","02932 23:14:58",219.36,855.37,,,,"     ",6.90,110.33,4.97
