SOL,TIMESTAMP,LMST,LTST,AMBIENT_TEMP,PRESSURE,HORIZONTAL_WIND_SPEED,VERTICAL_WIND_SPEED,WIND_DIRECTION,WS_CONFIDENCE_LEVEL,PRESSURE_UNCERTAINTY,VOLUME_MIXING_RATIO,LOCAL_RELATIVE_HUMIDITY
1282,511255305,"01282M00:00:41.948","01282 00:24:50",198.66,787.47,,,,"     ",4.60,,
1282,511255306,"01282M00:00:42.922","01282 00:24:51",198.73,787.38,,,,"     ",4.60,47.36,22.12
1282,511255307,"01282M00:00:43.895","01282 00:24:52",198.80,787.25,,,,"     ",4.60,47.37,22.03
1282,511255308,"01282M00:00:44.868","01282 00:24:53",198.86,787.36,,,,"     ",4.60,47.49,22.02
1282,511255309,"01282M00:00:45.841","01282 00:24:54",198.92,787.25,,,,"     ",4.60,47.67,22.03
1282,511255310,"01282M00:00:46.815","01282 00:24:55",198.98,787.30,,,,"     ",4.60,47.58,21.92
1282,511255311,"01282M00:00:47.788","01282 00:24:56",199.03,787.29,,,,"     ",4.60,47.85,21.96
1282,511255312,"01282M00:00:48.761","01282 00:24:57",198.84,787.20,,,,"     ",4.60,47.75,21.85
1282,511255313,"01282M00:00:49.734","01282 00:24:58",198.91,787.21,,,,"     ",4.60,47.92,21.86
1282,511255314,"01282M00:00:50.708","01282 00:24:59",198.96,787.29,,,,"     ",4.60,47.91,21.79
1282,511255315,"01282M00:00:51.681","01282 00:25:00",199.01,787.36,,,,"     ",4.60,47.95,21.74
1282,511255316,"01282M00:00:52.654","01282 00:25:01",199.06,787.36,,,,"     ",4.60,48.01,21.70
1282,511255317,"01282M00:00:53.627","01282 00:25:02",199.10,787.45,,,,"     ",4.60,48.11,21.69
1282,511255318,"01282M00:00:54.601","01282 00:25:03",199.14,787.32,,,,"     ",4.60,48.25,21.69
1282,511255319,"01282M00:00:55.574","01282 00:25:04",199.17,787.26,,,,"     ",4.60,48.63,21.82
1282,511255320,"01282M00:00:56.547","01282 00:25:05",199.20,787.25,,,,"     ",4.60,48.23,21.56
1282,511255321,"01282M00:00:57.520","01282 00:25:06",199.23,787.36,,,,"     ",4.60,48.49,21.63
1282,511255322,"01282M00:00:58.494","01282 00:25:07",199.25,787.40,,,,"     ",4.60,48.46,21.55
1282,511255323,"01282M00:00:59.467","01282 00:25:08",199.26,787.31,,,,"     ",4.60,48.48,21.50
1282,511255324,"01282M00:01:00.440","01282 00:25:09",199.44,787.33,,,,"     ",4.60,48.56,21.49
1282,511255325,"01282M00:01:01.413","01282 00:25:10",199.42,787.38,,,,"     ",4.60,48.69,21.49
1282,511255326,"01282M00:01:02.387","01282 00:25:11",199.40,787.34,,,,"     ",4.60,48.73,21.45
1282,511255327,"01282M00:01:03.360","01282 00:25:12",199.38,787.32,,,,"     ",4.60,48.75,21.41
1282,511255328,"01282M00:01:04.333","01282 00:25:13",199.35,787.30,,,,"     ",4.60,48.73,21.34
1282,511255329,"01282M00:01:05.306","01282 00:25:14",199.32,787.29,,,,"     ",4.60,48.90,21.37
1282,511255330,"01282M00:01:06.280","01282 00:25:15",199.29,787.34,,,,"     ",4.60,48.85,21.29
1282,511255331,"01282M00:01:07.253","01282 00:25:16",199.26,787.30,,,,"     ",4.60,48.80,21.22
1282,511255332,"01282M00:01:08.226","01282 00:25:17",199.00,787.28,,,,"     ",4.60,48.85,21.20
1282,511255333,"01282M00:01:09.200","01282 00:25:18",198.99,787.31,,,,"     ",4.60,48.90,21.18
1282,511255334,"01282M00:01:10.173","01282 00:25:19",199.00,787.31,,,,"     ",4.60,49.06,21.21
1282,511255335,"01282M00:01:11.146","01282 00:25:20",199.02,787.39,,,,"     ",4.60,49.10,21.18
1282,511255336,"01282M00:01:12.119","01282 00:25:21",199.05,787.31,,,,"     ",4.60,49.12,21.14
1282,511255337,"01282M00:01:13.093","01282 00:25:22",199.09,787.34,,,,"     ",4.60,49.10,21.09
1282,511255338,"01282M00:01:14.066","01282 00:25:23",199.12,787.39,,,,"     ",4.60,49.09,21.04
1282,511255339,"01282M00:01:15.039","01282 00:25:23",199.14,787.38,,,,"     ",4.60,49.12,21.00
