SOL,TIMESTAMP,LMST,LTST,AMBIENT_TEMP,PRESSURE,HORIZONTAL_WIND_SPEED,VERTICAL_WIND_SPEED,WIND_DIRECTION,WS_CONFIDENCE_LEVEL,PRESSURE_UNCERTAINTY,VOLUME_MIXING_RATIO,LOCAL_RELATIVE_HUMIDITY
1227,506372725,"01227M00:00:53.955","01227 00:17:38",194.79,849.44,,,,"     ",4.60,,
1227,506372726,"01227M00:00:54.929","01227 00:17:39",194.70,849.43,,,,"     ",4.60,24.80,19.53
1227,506372727,"01227M00:00:55.902","01227 00:17:40",194.62,849.45,,,,"     ",4.60,24.75,19.41
1227,506372728,"01227M00:00:56.875","01227 00:17:41",194.55,849.44,,,,"     ",4.60,24.82,19.40
1227,506372729,"01227M00:00:57.848","01227 00:17:42",194.48,849.42,,,,"     ",4.60,24.67,19.21
1227,506372730,"01227M00:00:58.822","01227 00:17:43",194.42,849.41,,,,"     ",4.60,24.93,19.36
1227,506372731,"01227M00:00:59.795","01227 00:17:44",194.37,849.42,,,,"     ",4.60,24.98,19.34
1227,506372732,"01227M00:01:00.768","01227 00:17:45",194.32,849.40,,,,"     ",4.60,25.00,19.29
1227,506372733,"01227M00:01:01.741","01227 00:17:46",194.28,849.39,,,,"     ",4.60,24.97,19.21
1227,506372734,"01227M00:01:02.715","01227 00:17:47",194.24,849.39,,,,"     ",4.60,25.11,19.26
1227,506372735,"01227M00:01:03.688","01227 00:17:48",194.21,849.40,,,,"     ",4.60,25.09,19.19
1227,506372736,"01227M00:01:04.661","01227 00:17:49",194.19,849.38,,,,"     ",4.60,25.11,19.15
1227,506372737,"01227M00:01:05.634","01227 00:17:50",194.17,849.46,,,,"     ",4.60,25.11,19.10
1227,506372738,"01227M00:01:06.608","01227 00:17:51",194.16,849.40,,,,"     ",4.60,25.17,19.09
1227,506372739,"01227M00:01:07.581","01227 00:17:52",194.15,849.41,,,,"     ",4.60,25.42,19.22
1227,506372740,"01227M00:01:08.554","01227 00:17:53",194.16,849.28,,,,"     ",4.60,25.22,19.02
1227,506372741,"01227M00:01:09.527","01227 00:17:54",194.17,849.30,,,,"     ",4.60,25.24,18.98
1227,506372742,"01227M00:01:10.501","01227 00:17:55",194.19,849.41,,,,"     ",4.60,25.35,19.02
1227,506372743,"01227M00:01:11.474","01227 00:17:55",194.21,849.35,,,,"     ",4.60,25.28,18.91
1227,506372744,"01227M00:01:12.447","01227 00:17:56",194.24,849.38,,,,"     ",4.60,25.37,18.93
1227,506372745,"01227M00:01:13.420","01227 00:17:57",194.27,849.39,,,,"     ",4.60,25.07,18.66
1227,506372746,"01227M00:01:14.394","01227 00:17:58",194.28,849.44,,,,"     ",4.60,25.33,18.81
1227,506372747,"01227M00:01:15.367","01227 00:17:59",194.30,849.43,,,,"     ",4.60,25.37,18.80
1227,506372748,"01227M00:01:16.340","01227 00:18:00",194.33,849.43,,,,"     ",4.60,25.40,18.77
