SOL,TIMESTAMP,LMST,LTST,AMBIENT_TEMP,PRESSURE,HORIZONTAL_WIND_SPEED,VERTICAL_WIND_SPEED,WIND_DIRECTION,WS_CONFIDENCE_LEVEL,PRESSURE_UNCERTAINTY,VOLUME_MIXING_RATIO,LOCAL_RELATIVE_HUMIDITY
1731,551115014,"01731M00:00:42.569","01730 23:33:54",209.79,866.54,,,,"     ",5.30,,
1731,551115015,"01731M00:00:43.542","01730 23:33:55",209.82,866.68,,,,"     ",5.30,51.82,8.64
1731,551115016,"01731M00:00:44.516","01730 23:33:56",209.86,866.61,,,,"     ",5.30,52.33,8.69
1731,551115017,"01731M00:00:45.489","01730 23:33:57",209.90,866.60,,,,"     ",5.30,52.33,8.66
1731,551115018,"01731M00:00:46.462","01730 23:33:58",209.94,866.57,,,,"     ",5.30,52.36,8.63
1731,551115019,"01731M00:00:47.435","01730 23:33:59",209.97,866.57,,,,"     ",5.30,52.40,8.61
1731,551115020,"01731M00:00:48.409","01730 23:34:00",210.01,866.69,,,,"     ",5.30,52.62,8.62
1731,551115021,"01731M00:00:49.382","01730 23:34:01",210.04,866.62,,,,"     ",5.30,52.53,8.57
1731,551115022,"01731M00:00:50.355","01730 23:34:02",210.07,866.66,,,,"     ",5.30,52.65,8.57
1731,551115023,"01731M00:00:51.328","01730 23:34:03",210.11,866.65,,,,"     ",5.30,52.66,8.54
1731,551115024,"01731M00:00:52.302","01730 23:34:04",210.14,866.75,,,,"     ",5.30,52.76,8.53
1731,551115025,"01731M00:00:53.275","01730 23:34:05",210.18,866.68,,,,"     ",5.30,52.97,8.54
1731,551115026,"01731M00:00:54.248","01730 23:34:06",210.23,866.65,,,,"     ",5.30,53.23,8.55
1731,551115027,"01731M00:00:55.221","01730 23:34:07",210.27,866.63,,,,"     ",5.30,53.25,8.53
1731,551115028,"01731M00:00:56.195","01730 23:34:08",210.30,866.64,,,,"     ",5.30,53.29,8.51
1731,551115029,"01731M00:00:57.168","01730 23:34:09",210.31,866.60,,,,"     ",5.30,53.29,8.49
1731,551115030,"01731M00:00:58.141","01730 23:34:10",210.30,866.77,,,,"     ",5.30,53.44,8.49
1731,551115031,"01731M00:00:59.114","01730 23:34:11",210.28,866.69,,,,"     ",5.30,53.45,8.47
1731,551115032,"01731M00:01:00.088","01730 23:34:12",210.26,866.75,,,,"     ",5.30,53.44,8.44
1731,551115033,"01731M00:01:01.061","01730 23:34:13",210.24,866.72,,,,"     ",5.30,53.46,8.42
1731,551115034,"01731M00:01:02.034","01730 23:34:14",210.23,866.76,,,,"     ",5.30,53.70,8.44
1731,551115035,"01731M00:01:03.007","01730 23:34:15",210.22,866.81,,,,"     ",5.30,53.89,8.45
1731,551115036,"01731M00:01:03.981","01730 23:34:16",210.23,866.72,,,,"     ",5.30,53.95,8.43
1731,551115037,"01731M00:01:04.954","01730 23:34:17",210.24,866.72,,,,"     ",5.30,53.93,8.41
1731,551115038,"01731M00:01:05.927","01730 23:34:18",210.25,866.68,,,,"     ",5.30,53.95,8.39
1731,551115039,"01731M00:01:06.900","01730 23:34:19",210.25,866.70,,,,"     ",5.30,53.91,8.37
1731,551115040,"01731M00:01:07.874","01730 23:34:20",210.25,866.73,,,,"     ",5.30,54.24,8.40
1731,551115041,"01731M00:01:08.847","01730 23:34:21",210.23,866.73,,,,"     ",5.30,54.20,8.37
1731,551115042,"01731M00:01:09.820","01730 23:34:22",210.21,866.79,,,,"     ",5.30,54.13,8.34
1731,551115043,"01731M00:01:10.794","01730 23:34:23",210.18,866.78,,,,"     ",5.30,54.35,8.36
1731,551115044,"01731M00:01:11.767","01730 23:34:23",210.13,866.76,,,,"     ",5.30,54.67,8.39
1731,551115045,"01731M00:01:12.740","01730 23:34:24",210.09,866.81,,,,"     ",5.30,54.52,8.35
1731,551115046,"01731M00:01:13.713","01730 23:34:25",210.05,866.81,,,,"     ",5.30,54.48,8.32
1731,551115047,"01731M00:01:14.687","01730 23:34:26",210.02,866.82,,,,"     ",5.30,54.48,8.31
1731,551115048,"01731M00:01:15.660","01730 23:34:27",209.98,866.74,,,,"     ",5.30,54.52,8.30
1731,551115049,"01731M00:01:16.633","01730 23:34:28",209.97,866.67,,,,"     ",5.30,54.60,8.29
1731,551115050,"01731M00:01:17.606","01730 23:34:29",209.97,866.84,,,,"     ",5.30,54.46,8.25
1731,551115051,"01731M00:01:18.580","01730 23:34:30",209.99,866.80,,,,"     ",5.30,54.34,8.22
1731,551115052,"01731M00:01:19.553","01730 23:34:31",210.02,866.76,,,,"     ",5.30,54.66,8.26
1731,551115053,"01731M00:01:20.526","01730 23:34:32",210.05,866.76,,,,"     ",5.30,54.64,8.24
1731,551115054,"01731M00:01:21.499","01730 23:34:33",210.09,866.72,,,,"     ",5.30,54.52,8.20
1731,551115055,"01731M00:01:22.473","01730 23:34:34",210.14,866.76,,,,"     ",5.30,54.68,8.21
1731,551115056,"01731M00:01:23.446","01730 23:34:35",210.21,866.77,,,,"     ",5.30,54.85,8.22
1731,551115057,"01731M00:01:24.419","01730 23:34:36",210.30,866.68,,,,"     ",5.30,54.94,8.22
1731,551115058,"01731M00:01:25.392","01730 23:34:37",210.39,866.79,,,,"     ",5.30,54.76,8.18
1731,551115059,"01731M00:01:26.366","01730 23:34:38",210.46,866.81,,,,"     ",5.30,54.83,8.18
1731,551115060,"01731M00:01:27.339","01730 23:34:39",210.50,866.78,,,,"     ",5.30,54.81,8.17
1731,551115061,"01731M00:01:28.312","01730 23:34:40",210.50,866.86,,,,"     ",5.30,54.97,8.18
1731,551115062,"01731M00:01:29.285","01730 23:34:41",210.46,866.80,,,,"     ",5.30,54.95,8.16
1731,551115063,"01731M00:01:30.259","01730 23:34:42",210.40,866.86,,,,"     ",5.30,55.08,8.17
1731,551115064,"01731M00:01:31.232","01730 23:34:43",210.33,866.85,,,,"     ",5.30,55.02,8.15
1731,551115065,"01731M00:01:32.205","01730 23:34:44",210.26,866.83,,,,"     ",5.30,55.06,8.14
1731,551115066,"01731M00:01:33.178","01730 23:34:45",210.21,866.78,,,,"     ",5.30,55.15,8.14
1731,551115067,"01731M00:01:34.152","01730 23:34:46",210.16,866.78,,,,"     ",5.30,55.18,8.14
1731,551115068,"01731M00:01:35.125","01730 23:34:47",210.12,866.86,,,,"     ",5.30,55.17,8.12
1731,551115069,"01731M00:01:36.098","01730 23:34:48",210.07,866.79,,,,"     ",5.30,55.27,8.13
1731,551115070,"01731M00:01:37.071","01730 23:34:49",210.03,866.87,,,,"     ",5.30,55.18,8.11
1731,551115071,"01731M00:01:38.045","01730 23:34:50",210.00,866.87,,,,"     ",5.30,55.23,8.10
1731,551115072,"01731M00:01:39.018","01730 23:34:51",209.98,866.81,,,,"     ",5.30,55.16,8.08
1731,551115073,"01731M00:01:39.991","01730 23:34:52",209.98,866.80,,,,"     ",5.30,55.18,8.07
1731,551115074,"01731M00:01:40.964","01730 23:34:53",209.99,866.88,,,,"     ",5.30,55.29,8.08
1731,551115075,"01731M00:01:41.938","01730 23:34:54",210.00,866.86,,,,"     ",5.30,55.00,8.03
1731,551115076,"01731M00:01:42.911","01730 23:34:55",210.02,866.91,,,,"     ",5.30,55.10,8.03
1731,551115077,"01731M00:01:43.884","01730 23:34:56",210.02,866.84,,,,"     ",5.30,54.97,8.00
1731,551115078,"01731M00:01:44.857","01730 23:34:57",209.99,866.80,,,,"     ",5.30,55.14,8.02
1731,551115079,"01731M00:01:45.831","01730 23:34:58",209.96,866.74,,,,"     ",5.30,55.02,7.99
1731,551115080,"01731M00:01:46.804","01730 23:34:59",209.93,866.87,,,,"     ",5.30,55.06,7.99
1731,551115081,"01731M00:01:47.777","01730 23:35:00",209.91,866.81,,,,"     ",5.30,54.94,7.96
1731,551115082,"01731M00:01:48.750","01730 23:35:00",209.90,866.94,,,,"     ",5.30,55.20,8.00
1731,551115083,"01731M00:01:49.724","01730 23:35:01",209.90,866.86,,,,"     ",5.30,55.31,8.00
1731,551115084,"01731M00:01:50.697","01730 23:35:02",209.91,866.83,,,,"     ",5.30,55.22,7.98
1731,551115085,"01731M00:01:51.670","01730 23:35:03",209.91,866.87,,,,"     ",5.30,55.39,8.00
1731,551115086,"01731M00:01:52.643","01730 23:35:04",209.92,866.79,,,,"     ",5.30,55.21,7.97
1731,551115087,"01731M00:01:53.617","01730 23:35:05",209.93,866.93,,,,"     ",5.30,55.41,7.99
1731,551115088,"01731M00:01:54.590","01730 23:35:06",209.94,866.84,,,,"     ",5.30,55.31,7.96
1731,551115089,"01731M00:01:55.563","01730 23:35:07",209.97,866.86,,,,"     ",5.30,55.18,7.94
1731,551115090,"01731M00:01:56.536","01730 23:35:08",210.01,866.86,,,,"     ",5.30,55.11,7.92
1731,551115091,"01731M00:01:57.510","01730 23:35:09",210.07,866.90,,,,"     ",5.30,55.20,7.93
1731,551115092,"01731M00:01:58.483","01730 23:35:10",210.12,866.82,,,,"     ",5.30,55.28,7.93
1731,551115093,"01731M00:01:59.456","01730 23:35:11",210.16,866.76,,,,"     ",5.30,55.32,7.93
1731,551115094,"01731M00:02:00.429","01730 23:35:12",210.18,866.74,,,,"     ",5.30,55.22,7.91
1731,551115095,"01731M00:02:01.403","01730 23:35:13",210.18,866.76,,,,"     ",5.30,55.28,7.91
1731,551115096,"01731M00:02:02.376","01730 23:35:14",210.15,866.81,,,,"     ",5.30,55.53,7.94
1731,551115097,"01731M00:02:03.349","01730 23:35:15",210.11,866.86,,,,"     ",5.30,55.29,7.90
1731,551115098,"01731M00:02:04.322","01730 23:35:16",210.06,866.77,,,,"     ",5.30,55.41,7.91
1731,551115099,"01731M00:02:05.296","01730 23:35:17",210.02,866.77,,,,"     ",5.30,55.44,7.91
1731,551115100,"01731M00:02:06.269","01730 23:35:18",209.96,866.85,,,,"     ",5.30,55.28,7.88
1731,551115101,"01731M00:02:07.242","01730 23:35:19",209.91,866.83,,,,"     ",5.30,55.49,7.91
1731,551115102,"01731M00:02:08.215","01730 23:35:20",209.84,866.84,,,,"     ",5.30,55.36,7.88
1731,551115103,"01731M00:02:09.189","01730 23:35:21",209.78,866.95,,,,"     ",5.30,55.48,7.89
1731,551115104,"01731M00:02:10.162","01730 23:35:22",209.73,866.91,,,,"     ",5.30,55.36,7.87
1731,551115105,"01731M00:02:11.135","01730 23:35:23",209.69,866.92,,,,"     ",5.30,55.60,7.90
1731,551115106,"01731M00:02:12.108","01730 23:35:24",209.66,866.93,,,,"     ",5.30,55.64,7.90
1731,551115107,"01731M00:02:13.082","01730 23:35:25",209.64,866.93,,,,"     ",5.30,55.70,7.90
1731,551115108,"01731M00:02:14.055","01730 23:35:26",209.64,866.98,,,,"     ",5.30,55.42,7.85
1731,551115109,"01731M00:02:15.028","01730 23:35:27",209.69,867.04,,,,"     ",5.30,55.46,7.85
1731,551115110,"01731M00:02:16.001","01730 23:35:28",209.78,867.01,,,,"     ",5.30,55.48,7.85
1731,551115111,"01731M00:02:16.975","01730 23:35:29",209.89,866.97,,,,"     ",5.30,55.53,7.85
1731,551115112,"01731M00:02:17.948","01730 23:35:30",210.01,866.91,,,,"     ",5.30,55.27,7.81
