SOL,TIMESTAMP,LMST,LTST,AMBIENT_TEMP,PRESSURE,HORIZONTAL_WIND_SPEED,VERTICAL_WIND_SPEED,WIND_DIRECTION,WS_CONFIDENCE_LEVEL,PRESSURE_UNCERTAINTY,VOLUME_MIXING_RATIO,LOCAL_RELATIVE_HUMIDITY
1228,506461501,"01228M00:00:55.507","01228 00:17:48",196.65,846.45,,,,"     ",4.60,,
1228,506461502,"01228M00:00:56.480","01228 00:17:49",196.68,846.48,,,,"     ",4.60,31.36,22.98
1228,506461503,"01228M00:00:57.453","01228 00:17:50",196.70,846.48,,,,"     ",4.60,31.44,22.97
1228,506461504,"01228M00:00:58.426","01228 00:17:51",196.72,846.46,,,,"     ",4.60,31.50,22.94
1228,506461505,"01228M00:00:59.400","01228 00:17:52",196.75,846.39,,,,"     ",4.60,31.36,22.75
1228,506461506,"01228M00:01:00.373","01228 00:17:53",196.77,846.43,,,,"     ",4.60,31.64,22.89
1228,506461507,"01228M00:01:01.346","01228 00:17:54",196.79,846.46,,,,"     ",4.60,31.66,22.82
1228,506461508,"01228M00:01:02.319","01228 00:17:55",196.82,846.41,,,,"     ",4.60,31.75,22.82
1228,506461509,"01228M00:01:03.293","01228 00:17:56",196.84,846.46,,,,"     ",4.60,31.67,22.69
1228,506461510,"01228M00:01:04.266","01228 00:17:57",196.86,846.41,,,,"     ",4.60,31.70,22.64
1228,506461511,"01228M00:01:05.239","01228 00:17:57",196.89,846.49,,,,"     ",4.60,31.78,22.63
1228,506461512,"01228M00:01:06.212","01228 00:17:58",196.91,846.38,,,,"     ",4.60,31.87,22.63
1228,506461513,"01228M00:01:07.186","01228 00:17:59",196.94,846.45,,,,"     ",4.60,31.92,22.60
1228,506461514,"01228M00:01:08.159","01228 00:18:00",196.96,846.47,,,,"     ",4.60,31.94,22.55
1228,506461515,"01228M00:01:09.132","01228 00:18:01",196.99,846.44,,,,"     ",4.60,32.52,22.89
1228,506461516,"01228M00:01:10.105","01228 00:18:02",197.01,846.27,,,,"     ",4.60,32.09,22.52
1228,506461517,"01228M00:01:11.079","01228 00:18:03",197.03,846.43,,,,"     ",4.60,32.15,22.51
1228,506461518,"01228M00:01:12.052","01228 00:18:04",197.06,846.47,,,,"     ",4.60,32.17,22.47
1228,506461519,"01228M00:01:13.025","01228 00:18:05",197.08,846.48,,,,"     ",4.60,32.19,22.42
1228,506461520,"01228M00:01:13.998","01228 00:18:06",197.10,846.48,,,,"     ",4.60,32.26,22.41
1228,506461521,"01228M00:01:14.972","01228 00:18:07",197.12,846.45,,,,"     ",4.60,32.12,22.27
1228,506461522,"01228M00:01:15.945","01228 00:18:08",197.16,846.48,,,,"     ",4.60,32.22,22.27
1228,506461523,"01228M00:01:16.918","01228 00:18:09",197.20,846.45,,,,"     ",4.60,32.36,22.31
1228,506461524,"01228M00:01:17.891","01228 00:18:10",197.23,846.50,,,,"     ",4.60,32.39,22.29
1228,506461525,"01228M00:01:18.865","01228 00:18:11",197.25,846.46,,,,"     ",4.60,32.46,22.28
1228,506461526,"01228M00:01:19.838","01228 00:18:12",197.27,846.49,,,,"     ",4.60,32.44,22.21
1228,506461527,"01228M00:01:20.811","01228 00:18:13",197.28,846.50,,,,"     ",4.60,32.43,22.15
1228,506461528,"01228M00:01:21.784","01228 00:18:14",197.28,846.56,,,,"     ",4.60,32.46,22.12
1228,506461529,"01228M00:01:22.758","01228 00:18:15",197.26,846.51,,,,"     ",4.60,32.55,22.14
1228,506461530,"01228M00:01:23.731","01228 00:18:16",197.24,846.53,,,,"     ",4.60,32.57,22.10
1228,506461531,"01228M00:01:24.704","01228 00:18:17",197.22,846.45,,,,"     ",4.60,32.66,22.11
1228,506461532,"01228M00:01:25.677","01228 00:18:18",197.20,846.46,,,,"     ",4.60,32.75,22.13
1228,506461533,"01228M00:01:26.651","01228 00:18:19",197.17,846.41,,,,"     ",4.60,32.68,22.04
1228,506461534,"01228M00:01:27.624","01228 00:18:20",197.13,846.48,,,,"     ",4.60,32.94,22.16
1228,506461535,"01228M00:01:28.597","01228 00:18:21",197.09,846.40,,,,"     ",4.60,32.72,21.97
1228,506461536,"01228M00:01:29.571","01228 00:18:22",197.04,846.39,,,,"     ",4.60,32.75,21.95
1228,506461537,"01228M00:01:30.544","01228 00:18:23",196.99,846.47,,,,"     ",4.60,32.68,21.86
1228,506461538,"01228M00:01:31.517","01228 00:18:24",196.94,846.46,,,,"     ",4.60,32.83,21.92
1228,506461539,"01228M00:01:32.490","01228 00:18:25",196.90,846.47,,,,"     ",4.60,32.54,21.68
1228,506461540,"01228M00:01:33.464","01228 00:18:26",196.86,846.66,,,,"     ",4.60,32.91,21.90
1228,506461541,"01228M00:01:34.437","01228 00:18:27",196.85,846.71,,,,"     ",4.60,32.94,21.88
1228,506461542,"01228M00:01:35.410","01228 00:18:28",196.84,846.60,,,,"     ",4.60,33.12,21.95
1228,506461543,"01228M00:01:36.383","01228 00:18:29",196.85,846.54,,,,"     ",4.60,32.93,21.79
1228,506461544,"01228M00:01:37.357","01228 00:18:30",196.87,846.58,,,,"     ",4.60,32.96,21.77
1228,506461545,"01228M00:01:38.330","01228 00:18:31",196.90,846.53,,,,"     ",4.60,32.98,21.75
1228,506461546,"01228M00:01:39.303","01228 00:18:32",196.94,846.48,,,,"     ",4.60,32.99,21.72
1228,506461547,"01228M00:01:40.276","01228 00:18:33",196.98,846.44,,,,"     ",4.60,33.00,21.68
1228,506461548,"01228M00:01:41.250","01228 00:18:33",197.01,846.47,,,,"     ",4.60,32.99,21.64
