SOL,TIMESTAMP,LMST,LTST,AMBIENT_TEMP,PRESSURE,HORIZONTAL_WIND_SPEED,VERTICAL_WIND_SPEED,WIND_DIRECTION,WS_CONFIDENCE_LEVEL,PRESSURE_UNCERTAINTY,VOLUME_MIXING_RATIO,LOCAL_RELATIVE_HUMIDITY
1591,538686554,"01591M00:00:00.584","01590 23:15:00",215.34,872.45,,,,"     ",5.10,,
1591,538686555,"01591M00:00:01.557","01590 23:15:01",215.44,872.46,,,,"     ",5.10,111.73,4.51
1591,538686556,"01591M00:00:02.530","01590 23:15:02",215.52,872.50,,,,"     ",5.10,112.64,4.55
1591,538686557,"01591M00:00:03.504","01590 23:15:03",215.60,872.40,,,,"     ",5.10,112.58,4.54
1591,538686558,"01591M00:00:04.477","01590 23:15:04",215.66,872.54,,,,"     ",5.10,112.98,4.56
1591,538686559,"01591M00:00:05.450","01590 23:15:05",215.71,872.54,,,,"     ",5.10,112.67,4.55
1591,538686560,"01591M00:00:06.423","01590 23:15:06",215.76,872.59,,,,"     ",5.10,111.92,4.52
1591,538686561,"01591M00:00:07.397","01590 23:15:07",215.79,872.64,,,,"     ",5.10,112.27,4.53
1591,538686562,"01591M00:00:08.370","01590 23:15:08",215.82,872.63,,,,"     ",5.10,112.24,4.53
1591,538686563,"01591M00:00:09.343","01590 23:15:09",215.82,872.63,,,,"     ",5.10,111.60,4.51
1591,538686564,"01591M00:00:10.316","01590 23:15:10",215.84,872.70,,,,"     ",5.10,111.97,4.52
1591,538686565,"01591M00:00:11.290","01590 23:15:11",215.85,872.74,,,,"     ",5.10,111.27,4.49
1591,538686566,"01591M00:00:12.263","01590 23:15:12",215.82,872.77,,,,"     ",5.10,111.93,4.52
1591,538686567,"01591M00:00:13.236","01590 23:15:13",215.77,872.78,,,,"     ",5.10,111.47,4.50
1591,538686568,"01591M00:00:14.209","01590 23:15:14",215.71,872.79,,,,"     ",5.10,111.37,4.50
1591,538686569,"01591M00:00:15.183","01590 23:15:15",215.72,872.69,,,,"     ",5.10,111.13,4.49
1591,538686570,"01591M00:00:16.156","01590 23:15:16",215.71,872.61,,,,"     ",5.10,111.53,4.51
1591,538686571,"01591M00:00:17.129","01590 23:15:17",215.73,872.74,,,,"     ",5.10,111.47,4.50
1591,538686572,"01591M00:00:18.102","01590 23:15:18",215.76,872.57,,,,"     ",5.10,111.64,4.51
1591,538686573,"01591M00:00:19.076","01590 23:15:19",215.81,872.73,,,,"     ",5.10,111.83,4.52
1591,538686574,"01591M00:00:20.049","01590 23:15:20",215.86,872.76,,,,"     ",5.10,112.01,4.53
1591,538686575,"01591M00:00:21.022","01590 23:15:21",215.90,872.61,,,,"     ",5.10,111.85,4.52
1591,538686576,"01591M00:00:21.995","01590 23:15:22",215.94,872.71,,,,"     ",5.10,112.34,4.54
1591,538686577,"01591M00:00:22.969","01590 23:15:23",215.98,872.73,,,,"     ",5.10,112.02,4.53
1591,538686578,"01591M00:00:23.942","01590 23:15:24",216.03,872.80,,,,"     ",5.10,112.77,4.56
1591,538686579,"01591M00:00:24.915","01590 23:15:25",216.07,872.83,,,,"     ",5.10,112.35,4.54
1591,538686580,"01591M00:00:25.888","01590 23:15:26",216.10,872.84,,,,"     ",5.10,112.07,4.53
1591,538686581,"01591M00:00:26.862","01590 23:15:27",216.13,872.77,,,,"     ",5.10,111.69,4.51
1591,538686582,"01591M00:00:27.835","01590 23:15:28",216.15,872.82,,,,"     ",5.10,112.21,4.53
1591,538686583,"01591M00:00:28.808","01590 23:15:29",216.16,872.77,,,,"     ",5.10,111.02,4.49
1591,538686584,"01591M00:00:29.781","01590 23:15:30",216.15,872.74,,,,"     ",5.10,111.56,4.51
1591,538686585,"01591M00:00:30.755","01590 23:15:31",216.11,872.83,,,,"     ",5.10,111.58,4.51
1591,538686586,"01591M00:00:31.728","01590 23:15:32",216.07,872.74,,,,"     ",5.10,111.20,4.49
1591,538686587,"01591M00:00:32.701","01590 23:15:33",216.01,872.75,,,,"     ",5.10,110.93,4.48
1591,538686588,"01591M00:00:33.674","01590 23:15:34",215.97,872.76,,,,"     ",5.10,111.13,4.49
1591,538686589,"01591M00:00:34.648","01590 23:15:35",215.93,872.79,,,,"     ",5.10,111.38,4.50
1591,538686590,"01591M00:00:35.621","01590 23:15:36",215.89,872.70,,,,"     ",5.10,111.00,4.49
1591,538686591,"01591M00:00:36.594","01590 23:15:36",215.86,872.77,,,,"     ",5.10,110.71,4.47
1591,538686592,"01591M00:00:37.567","01590 23:15:37",215.85,872.78,,,,"     ",5.10,111.00,4.49
1591,538686593,"01591M00:00:38.541","01590 23:15:38",215.85,872.77,,,,"     ",5.10,111.55,4.51
1591,538686594,"01591M00:00:39.514","01590 23:15:39",215.86,872.77,,,,"     ",5.10,111.17,4.49
1591,538686595,"01591M00:00:40.487","01590 23:15:40",215.86,872.79,,,,"     ",5.10,111.10,4.49
1591,538686596,"01591M00:00:41.460","01590 23:15:41",215.85,872.81,,,,"     ",5.10,111.09,4.49
1591,538686597,"01591M00:00:42.434","01590 23:15:42",215.85,872.82,,,,"     ",5.10,110.68,4.48
1591,538686598,"01591M00:00:43.407","01590 23:15:43",215.82,872.81,,,,"     ",5.10,111.06,4.49
1591,538686599,"01591M00:00:44.380","01590 23:15:44",215.80,872.85,,,,"     ",5.10,110.57,4.47
1591,538686600,"01591M00:00:45.353","01590 23:15:45",215.77,872.80,,,,"     ",5.10,111.38,4.51
1591,538686601,"01591M00:00:46.327","01590 23:15:46",215.73,872.77,,,,"     ",5.10,110.69,4.48
1591,538686602,"01591M00:00:47.300","01590 23:15:47",215.70,872.81,,,,"     ",5.10,110.62,4.48
1591,538686603,"01591M00:00:48.273","01590 23:15:48",215.67,872.80,,,,"     ",5.10,110.58,4.47
1591,538686604,"01591M00:00:49.246","01590 23:15:49",215.66,872.91,,,,"     ",5.10,110.43,4.47
1591,538686605,"01591M00:00:50.220","01590 23:15:50",215.64,872.92,,,,"     ",5.10,109.45,4.43
1591,538686606,"01591M00:00:51.193","01590 23:15:51",215.61,872.91,,,,"     ",5.10,110.05,4.46
1591,538686607,"01591M00:00:52.166","01590 23:15:52",215.60,872.72,,,,"     ",5.10,109.86,4.44
1591,538686608,"01591M00:00:53.139","01590 23:15:53",215.59,872.77,,,,"     ",5.10,110.35,4.47
1591,538686609,"01591M00:00:54.113","01590 23:15:54",215.59,872.77,,,,"     ",5.10,110.88,4.49
1591,538686610,"01591M00:00:55.086","01590 23:15:55",215.61,872.88,,,,"     ",5.10,110.13,4.46
1591,538686611,"01591M00:00:56.059","01590 23:15:56",215.64,872.91,,,,"     ",5.10,110.80,4.49
1591,538686612,"01591M00:00:57.032","01590 23:15:57",215.74,872.87,,,,"     ",5.10,110.35,4.47
1591,538686613,"01591M00:00:58.006","01590 23:15:58",215.77,872.82,,,,"     ",5.10,110.07,4.46
1591,538686614,"01591M00:00:58.979","01590 23:15:59",215.75,872.95,,,,"     ",5.10,109.54,4.44
1591,538686615,"01591M00:00:59.952","01590 23:16:00",215.78,872.80,,,,"     ",5.10,110.96,4.50
1591,538686616,"01591M00:01:00.926","01590 23:16:01",215.79,872.76,,,,"     ",5.10,110.76,4.49
1591,538686617,"01591M00:01:01.899","01590 23:16:02",215.81,872.77,,,,"     ",5.10,110.48,4.48
1591,538686618,"01591M00:01:02.872","01590 23:16:03",215.83,872.82,,,,"     ",5.10,110.72,4.49
1591,538686619,"01591M00:01:03.845","01590 23:16:04",215.86,872.72,,,,"     ",5.10,110.56,4.48
