SOL,MINIMUM,MAXIMUM,MEDIAN,MEAN,MODE,STD
673,193.68,256.66,207.5,218.451552790964,198.93,19.3176609038212
1617,200.49,265.5,236.65,230.402398085386,203.89,22.82697684608
911,201.3,273.07,223.86,231.999543651322,215.07,20.2863201359392
414,191.89,256.57,227.14,222.358298851315,235.8,18.1750791427627
672,194.7,255.43,220.04,220.192845848376,200.51,19.6989694521991
109,207.59,270.2,230.93,233.906526687391,208.7,18.078549205268
1146,189.91,241.89,201.89,206.846715683119,192.69,13.9644883738359
1616,201.33,264.08,226.525,228.96286645423,207.16,17.4409042374549
413,190.34,250.68,229.56,223.682030903659,243.55,19.1339218911523
910,201.01,268.27,216.56,224.420620637285,209.29,18.1793810449698
108,207.74,269.51,230.91,234.84879389169,217.65,17.3113093012786
671,194.5,256.07,222.46,224.392224504046,247.99,18.5225609061049
1145,189.29,241.8,201.52,206.98840932008,193.87,14.7519927767842
1615,199.54,264.95,222.14,224.217220091716,202.06,17.3566144915075
412,192.76,247.64,213.46,218.740789976825,209.82,16.7794151174563
670,194.3,267.36,218.51,225.951340616914,216.76,21.195365551251
909,203.48,269.1,224.27,227.520771434418,210.85,17.2186053200965
1144,191.8,242.81,208.27,212.753943268335,212.14,13.3135408068137
1381,198.82,265.92,244.33,234.374656853924,203.19,21.448572201894
669,199.36,268.27,218.01,227.683012280774,216.21,21.8501329212935
411,188.75,256.32,213.58,217.698950175078,214.56,17.0310057066734
1143,191.17,240.84,206.42,208.653767755425,196.65,10.5535994346923
1380,198.65,266.07,232.39,229.603299758887,202.35,21.8962759754969
908,201.96,267.85,225.79,225.854201611183,227.03,17.7327581135316
1379,194.69,263.63,228.42,229.772218047253,210.42,19.8202619903708
668,198.13,268.8,231.145,229.232368070643,215.88,19.3757844112121
410,192.05,259.2,215.52,221.295752552866,209.39,17.5464154283277
1142,191.3,249.71,207.45,212.031634167496,195.83,14.7822839969799
907,198.42,271,222.93,226.108513058757,204.66,19.3280763449796
1378,196.51,273.15,222.125,228.108105809891,213.23,22.2188292206126
667,196.65,265.83,231.61,225.885818549828,199.07,20.1190899228519
1610,196.91,225.85,210.82,211.819306970645,207.33,5.79572234078391
409,191.61,255.9,207.52,213.954902851375,203.11,17.1298231432179
1141,189.96,243.43,207.805,212.675773503037,195.01,16.3964093623283
666,196.02,270.26,218.575,221.147291129922,197.58,19.7329659226397
906,195.17,267.53,221.02,225.931131219035,205.91,20.0819535708777
1377,196.4,273.52,222.02,231.412965654838,206.92,25.0362812485885
1609,201.03,266.13,221.7,227.068427327882,220.12,16.758195894322
408,191.77,256.87,211.55,217.460548939038,209.39,16.1937035422582
1140,190.47,246.22,215.59,213.565373081503,194.5,15.6534769597957
665,196.42,269.27,222.23,228.210350059569,209.01,21.0824783080047
905,202.41,269.78,216.74,225.007862705764,206.63,18.7353345640069
1608,200.07,266,222.12,224.18358193399,202.63,17.604209479947
1376,196.61,272.72,237.36,235.098399478563,201.56,24.058446937936
407,191.57,254.79,204.68,211.371073517729,197.12,16.7003939110051
664,195.6,265.24,219.81,226.219609397461,219.91,21.2803457721617
1139,190.44,247.18,209.46,210.72126825029,193.71,14.9425128544228
406,192.52,258.22,217.43,223.03892055877,216.05,16.961105247644
1607,194.46,259.01,215.25,219.565972633403,214.21,16.1378795162829
904,203.11,272.08,224.73,228.850225087026,215.7,15.8492002923352
1375,199.06,270.91,231.67,230.776971797092,252.71,18.4542732924638
663,196.32,263.29,222.97,227.528033562652,216.74,20.3498284142664
1138,191.85,241.61,212.62,216.414518831888,199.5,15.0766553989978
405,190.92,245.82,202.03,206.188117221834,195.99,12.1183170416937
1606,197.22,262.06,226.54,227.421407507056,204.63,20.116778788056
662,194.21,259.91,228.63,226.610816797232,254.76,18.6010093005312
903,202.2,269.84,224.84,227.48271263036,227.06,18.0408952977087
1374,199.62,266.37,226.23,226.928710559326,215.37,19.4996582830458
404,194.57,250.29,212.02,215.669744932378,198.86,16.7400771476259
1137,189.87,243.88,208.07,215.721781222345,206.86,17.5973510322601
1605,200.14,258.05,212.25,219.935329517966,201.94,17.1430539949408
661,196.55,262.23,231,225.571000312793,201.85,20.256734396824
1136,191.12,249.83,231,225.210378264623,230.3,14.2794010343335
902,204.56,271.74,222.22,227.340631517961,210.18,18.4390255597989
403,191.82,254.72,210.5,215.14331216524,193.06,19.3556452363718
1373,200.26,270.69,229.93,230.240197856316,203.96,21.2177386935094
660,195.25,262.39,214.48,219.852108220125,206.57,19.0585641292993
1135,192.16,245.45,209.67,211.832850407622,193.97,16.5403592526934
1604,192.75,261.24,217.96,221.808144138297,203.92,17.5089883256497
1372,198.57,268.14,224.01,233.133067085038,223.4,20.7079718494026
901,200.55,269.32,233.26,230.889380814886,222.01,19.6071951060779
402,192.46,251.72,206.17,215.220588732469,197.92,17.456402353181
659,196.1,260.03,219.3,222.944087565118,203.94,20.0966580737614
1134,190.53,244.45,220.3,215.953595776159,203.76,16.4168100009237
1603,195.33,266.39,227.205,227.862387471479,203.95,20.3602256921228
900,202.23,272.58,234.82,230.608614306832,206.78,18.9648316575643
1371,197.71,271.1,222.2,225.695293916879,204.94,20.4211835761513
401,191.77,258.5,202.455,211.378047804456,194.91,17.0559546602114
658,193.96,262.17,215.22,224.102215878753,214.87,21.4957547861295
1133,191.41,245.38,221.06,218.810645254035,229.89,15.2612981648878
1602,195.28,267.44,216.58,224.405194287185,205.92,20.2023797857697
657,191.35,266.84,216.99,226.088346064896,213.39,20.5940871929204
899,196.82,271.5,238.46,234.402846863054,203.61,18.6382774400595
400,192.73,257.21,213.24,216.155640498262,197.73,17.2350590220339
1132,191.91,245.67,205.22,209.963769252886,199.62,14.7470178208749
1370,198.98,272.24,222.51,225.939451044544,202.28,20.3402238640668
1601,201.41,270.06,210.49,216.82129532282,203.59,16.7627466142769
656,193.04,257.79,215.18,222.098702875662,247.74,19.8114091122639
1131,192.14,242.36,209.39,215.841346367109,207.13,15.1897123051754
898,202.2,273.38,239.05,236.987193292428,210.46,21.9319750633891
399,193.7,256.93,213.26,218.988307181558,213.4,16.9344810877674
1600,203.08,266.03,227.45,229.965313056424,211.25,16.7650274376639
1369,199.82,274.53,221.575,226.907707418867,201.48,19.8195365824424
655,194.26,256.05,231.575,224.298071340713,233.26,18.5177180572633
1130,192.04,245.67,209.13,213.996281602364,197.53,15.4724173585522
897,202.56,273.85,241.17,237.544482758621,228.84,20.5931855711
1599,200.4,266.04,224.48,227.477953676636,224.37,16.5041839642923
398,194.2,259,213.15,220.123852435934,212.35,18.873305955727
654,194.21,265.67,223.23,220.847611504279,194.77,18.6842768346313
1368,199.25,257.51,213.32,221.61943539505,212,16.5895486546364
1129,191.88,249.39,203.05,212.455052163897,202.18,16.9116559258003
653,193.79,259.07,219.95,221.949234402596,221.13,18.5218189662047
397,195.34,257.82,222.49,223.536447685016,210.19,18.0004704608985
896,203.48,270.89,241.18,237.938343512168,224.83,18.9456693140733
1598,200.97,269.2,222.08,227.807171661264,206.82,17.5624123066946
1367,198.22,259.19,213.1,221.820526651587,212.69,17.4246130888537
652,193.7,260.23,218.48,223.826771265454,215.81,18.81292441124
895,201.51,267.79,237.86,234.461449874928,221.27,17.2327999669333
1128,192.24,243.04,207.52,213.909319495255,193.32,15.3522241094661
396,194.3,257.86,230.29,224.991164751262,198.02,18.1071571855424
1597,198.8,265.46,233.18,232.018723718318,206.85,16.5610127277611
1366,196.74,257.29,222.55,225.6133481145,205.96,18.7482865290649
651,192.94,264.63,214.84,223.364542654126,213.6,21.7873804222976
1127,192.75,246.18,203.97,210.818640372775,195.44,15.3461427693587
894,197.12,267.93,227.26,229.391523012063,217.51,18.6872670738315
1596,197.72,266.45,230.45,227.327217844392,255.67,17.6356000369523
395,190.26,254.47,219.71,218.173080585048,205.12,15.999853850374
650,194.16,263.31,215.705,221.493137573004,197.93,21.7732777554157
1365,198.8,257.65,219.87,222.981086789781,206.38,18.7063403070551
1126,193.27,247.75,204.76,212.530206634575,200.61,16.0107751738042
893,201.63,267.58,243.12,235.697262050174,214.95,18.732423250601
649,193.18,259.88,226.2,220.635153527651,203.26,18.3069614398943
1595,200.98,265.02,227.74,227.481583181663,214.87,17.4714310799809
394,193.37,255.71,220,225.593530380545,240.01,20.894912890152
1364,199.24,256.96,215.955,222.385762649358,202.65,18.7896086684148
1125,192.73,248.31,209.15,215.515895065009,195.84,17.2037966082371
648,192.42,251.71,216.18,216.471084648493,193.21,17.36427351354
1594,198.95,267.15,237.97,232.176275506526,210.24,19.4244264564845
892,202.65,269,229.22,232.588690798536,229.35,18.6632465600992
393,197.24,255.37,234.66,228.198791694071,252.26,19.251454783662
1124,193.17,248.24,208.5,214.663196120611,195.76,17.2242545708043
1363,197.74,258.56,214.15,222.35703418639,200.18,18.9664147462539
647,192.44,253.45,209.2,215.399511915298,193.7,16.8170274316872
1593,200.7,271.93,221.42,228.740652900689,202.37,22.642361007748
1123,193.22,247.35,212.84,214.137768909716,195.45,16.7171806129964
392,195.48,256.39,218.02,225.986960079276,212.14,20.6157880378573
891,201.48,267.29,227.14,232.495165701043,223.92,16.8057667793178
1362,197.72,255.69,209.73,218.098844139426,209.18,17.5564764295862
646,192.05,256.8,213.97,219.391983612355,199.17,21.1562935737118
1592,200.07,272.43,223.99,229.391288571597,202.84,22.6967858542016
1122,192.83,248.54,208.94,213.882347549331,194.83,15.7572016463992
890,202.02,264.06,225,229.405085125963,224.34,15.3664772925928
391,194.69,256.3,223.45,225.198192782678,199.09,18.0746436994955
