SOL,MINIMUM,MAXIMUM,MEDIAN,MEAN,MODE,STD
659,691.09,770.41,726.37,736.903711774764,758.48,24.1299459483755
1134,864.9,931.03,895.58,895.127769719472,919.61,22.2556270804293
1603,791.78,892.9,855.99,846.044661118025,876.49,32.3569070822834
900,829.81,925.38,894.495,885.303712642201,829.97,27.6835898349714
1371,697.29,790.41,746.57,748.917010160414,768.49,25.061758632212
401,836.47,918.31,898.06,885.780273271325,904.3,23.5477827028643
658,692.53,770.52,738.5,739.666968825728,770.31,23.6696052888093
1133,864,928.66,884.05,888.883907668296,864.26,24.4131754551009
1602,792.32,899.02,859.73,857.498444415852,889.5,33.929926178627
657,693.4,771.71,739.93,734.508076599621,693.64,27.4341571886953
899,829.6,923.8,884.06,879.63150791866,896.35,27.0091321163045
1132,864.84,931.36,922.18,907.047449377749,930.67,22.591583920647
1370,693.96,791.17,745.46,746.332555981657,767.38,25.3726385642931
1601,796.67,896.94,880.35,859.609897111018,881.91,33.514270170514
656,694.81,771.33,743.88,739.84967469336,765.26,25.296994320618
898,834.91,925.37,865.76,876.570904943944,924.9,27.7251292947467
1131,864.47,931.59,894.6,901.480297367232,923.68,21.8779824040989
399,835.4,919.5,899.58,887.927552068652,900.37,25.5966884525437
1600,791.08,898.9,861.08,852.637466067313,898.03,36.2731352428311

655,695.6,773.46,739.73,738.273440754407,695.87,24.0289670717805
1130,865.74,931.44,896.89,900.628465418099,921.55,19.9554918830972
897,830.94,926.43,871.06,876.473976635659,909.97,29.2072356244507
1599,798.56,902.56,871.55,862.979347553727,902.16,31.248021315948
654,697.66,778,746.6,741.564027732061,759.78,24.2132846099764
1368,693,788.5,758.12,743.327135818214,760.33,29.5636343649799
1129,864.74,932.42,905.94,902.902060885304,865.35,20.0879214582285
653,699.43,781.33,735.52,742.978784655193,759.11,23.5294982093292
896,835.9,930.09,884.33,881.123117542047,917.79,28.1907273529932
397,834.1,915.57,881.05,876.688090047392,898.46,21.7267016519718
1598,792.69,898.8,869.27,857.237461848661,875.88,31.5596430960562
1367,691.06,787.67,759.05,747.808797923554,760.53,24.632494208132
652,703.71,780.92,738.5,745.883964348789,780.69,22.1384688869002
895,838.49,929.33,890.1,879.030396061832,838.72,30.8764687186734
1128,863.43,932.63,902.48,900.71999416786,863.85,22.9018411062751
396,833.75,915.55,878.48,874.561393804429,900.35,24.1856784637565
1597,801.97,902.63,857.48,855.218930371542,884.22,26.6517374534888
1366,689.1,786.05,746.095,744.303433196336,761.61,28.0063703136118
651,703.53,778.76,736.38,741.594718856533,763.16,22.5045948035748
1127,863.47,931.37,920.325,904.179875603259,921.27,22.5109650065572
894,837.98,931.79,898.34,884.008289319594,838.48,32.7257865001996
1596,796.52,892.65,863.45,854.495149400149,796.72,28.4485063047953
395,834.36,913.7,886.39,879.143086535753,896.76,21.5140821572165
650,702.02,776.07,745.82,743.829982695218,764.71,20.2458713087562
1365,686.35,785,761.435,746.017372411352,737.79,28.6672061424086
1126,862.07,930.37,919.25,904.923620198449,930.04,20.6313841778877
893,837.51,930.41,881.74,881.147264555733,837.76,31.094289175062
649,705.88,778.34,741.81,742.170699790923,706.05,21.1613994766541
1595,800.38,899.67,869.82,857.808279127429,886.99,32.44899250461
394,832.49,912.58,860.705,869.440231620997,896.62,25.9365830447006
1364,687.15,788.07,752.81,746.041436790088,767.81,30.4503986123777
1125,861.09,929.85,897.83,901.165545399794,920.51,22.2711205026108
648,706.76,777.99,748.115,744.759721186038,760.95,22.3077456274268
1594,803.27,896.85,843.795,849.767682962003,869.14,27.2569956520561
892,839.44,935.17,882.625,886.18248681773,913.54,28.7943634959491
393,831.79,915,867.8,871.537990228321,897.21,25.6486335109954
1124,860.15,931.39,900.21,901.215360411272,921.17,21.4364636904702
1363,687.59,787.79,753.48,743.957920915912,766,29.4408026244916
647,707.83,774.95,761.93,749.541902514177,763.44,18.6840758377144
1593,798.13,895.23,853.18,853.807769911504,874.19,29.6916524473936
1123,860.36,931.71,903.58,900.428531522293,922.95,21.9976776765438
392,831.39,912.91,879.43,872.72986551529,895.15,24.2486351848655
891,841.66,932.29,884.94,885.059351680186,915.55,26.3090913414464
